date;heure;PA01H;ARG;EVRY;GEN;LOGNES;MELUN;VILLEM;PA15L;A1;DEF;GON;PA13;VERS;RUR-SE;CHAMP;PA18;OPERA;BOB;MANT;STDEN;RN6;RN20;AUT;BONAP;RUR-SO;HAUS;VITRY;RN2;SOULT;BASCH;CELES;ELYS;MONTG;NEUIL;PA12;BP_EST;AUB;EIFF3;PA07;TREMB
2020-03-20;13;11;8;9;11;9;5;10;12;20;13;7;13;11;0;9;14;15;n/d;8;8;14;23;32;14;10;13;17;17;12;22;16;11;10;13;14;25;9;11;11;9
2020-03-20;14;11;8;8;12;8;6;10;12;20;12;8;12;11;1;9;16;14;n/d;8;9;22;23;28;14;11;12;21;17;14;19;15;11;9;12;13;25;9;11;10;9
2020-03-20;15;12;10;10;13;9;6;11;13;21;13;8;13;11;2;10;15;16;n/d;10;10;18;23;26;15;10;13;21;14;15;20;15;12;11;13;15;27;9;11;11;10
2020-03-20;16;14;11;12;15;11;9;14;15;22;16;10;14;13;3;13;18;18;n/d;13;12;26;24;27;16;10;14;24;16;15;21;17;14;12;14;14;25;11;13;12;12
2020-03-20;17;17;14;16;18;14;13;16;18;24;19;14;17;15;3;15;22;21;n/d;16;15;22;29;30;18;12;17;27;21;18;24;20;19;14;17;18;27;14;16;15;15
2020-03-20;18;19;15;18;19;16;15;18;20;26;21;15;19;18;9;17;23;23;n/d;17;17;22;29;30;21;14;19;26;25;20;25;22;18;17;19;20;29;16;18;17;16
2020-03-20;19;18;14;18;19;15;16;18;19;27;20;15;18;17;11;17;22;22;n/d;17;16;22;26;32;19;15;19;25;25;19;25;22;18;16;19;21;30;15;17;15;16
2020-03-20;20;18;14;17;17;13;15;15;18;23;19;14;18;15;10;14;21;19;n/d;16;16;26;19;31;18;14;17;21;24;15;22;20;17;14;18;20;24;15;15;14;14
2020-03-20;21;16;12;15;15;11;14;13;15;20;17;12;15;14;9;12;19;18;n/d;14;14;20;17;27;17;13;16;17;21;12;21;18;15;12;17;15;22;14;13;12;12
2020-03-20;22;15;10;12;13;11;12;11;13;17;15;11;15;12;8;10;17;16;n/d;11;12;13;12;24;15;12;14;14;18;10;18;17;13;11;16;14;19;12;12;10;11
2020-03-20;23;13;8;13;12;11;12;12;13;18;15;9;13;11;8;12;16;15;n/d;10;12;13;12;21;13;10;14;14;15;11;15;14;13;10;14;14;19;11;11;10;11
2020-03-20;24;12;7;13;10;10;11;10;12;13;14;8;13;10;7;9;13;13;n/d;8;10;12;11;17;13;9;12;13;14;10;14;14;12;11;13;14;17;10;11;9;9
2020-03-21;1;10;6;11;10;8;11;8;10;10;12;7;11;9;8;9;12;10;n/d;8;9;10;10;18;10;8;10;11;13;8;11;11;11;n/d;11;13;15;8;9;8;8
2020-03-21;2;9;5;12;8;8;10;7;9;11;10;6;9;9;8;8;9;8;n/d;7;8;9;11;14;8;8;8;11;10;7;10;9;9;n/d;10;11;14;6;9;7;7
2020-03-21;3;8;5;12;7;7;9;7;9;10;9;6;8;8;6;7;8;8;n/d;7;8;8;12;18;9;7;8;9;11;7;9;9;9;n/d;10;10;15;6;8;6;8
2020-03-21;4;10;5;11;8;8;8;7;9;11;9;6;9;8;5;8;8;7;n/d;6;7;8;13;23;9;6;8;9;12;7;12;11;10;n/d;12;11;18;7;8;7;8
2020-03-21;5;10;5;12;9;7;8;8;10;18;9;5;9;8;4;8;13;10;n/d;5;8;9;17;31;10;7;9;9;14;8;17;16;10;n/d;12;11;24;8;8;7;8
2020-03-21;6;11;6;12;9;8;8;9;11;17;10;7;10;9;4;9;15;12;n/d;6;9;10;15;32;11;7;12;11;17;10;21;16;12;n/d;14;13;25;9;9;8;8
2020-03-21;7;13;7;11;11;7;8;10;12;20;12;7;11;10;4;9;16;15;n/d;7;8;13;17;37;16;8;11;11;22;10;19;18;12;n/d;15;14;25;10;10;9;8
2020-03-21;8;12;6;12;10;7;7;9;12;22;13;8;10;12;4;9;13;16;n/d;7;6;11;18;33;13;9;15;11;25;9;16;16;12;n/d;22;12;24;11;10;9;8
2020-03-21;9;10;6;12;9;7;6;7;11;17;13;6;10;13;3;9;13;13;n/d;7;6;10;15;33;13;10;14;10;18;8;15;15;11;n/d;23;11;22;9;9;8;7
2020-03-21;10;9;6;11;9;6;6;6;10;22;16;6;8;12;2;7;12;11;n/d;6;6;9;15;34;13;8;11;9;17;7;15;15;9;n/d;19;9;19;7;7;6;6
2020-03-21;11;8;6;8;8;6;5;7;8;20;13;7;7;11;1;8;9;10;n/d;6;5;7;14;29;15;6;10;8;18;6;13;12;7;n/d;16;8;20;7;6;5;5
2020-03-21;12;7;5;7;8;5;4;5;7;18;12;6;5;8;2;5;9;9;n/d;6;4;7;14;34;10;6;9;7;19;5;12;11;6;n/d;11;7;20;7;5;4;5
2020-03-21;13;6;5;6;7;4;4;5;7;20;12;6;6;7;2;4;8;10;n/d;6;4;8;12;34;10;5;9;8;17;5;13;12;7;n/d;10;7;21;6;5;5;5
2020-03-21;14;6;4;6;9;5;4;5;7;21;14;6;6;7;2;5;9;10;n/d;6;4;8;9;37;12;5;9;8;17;6;12;12;7;n/d;10;7;23;6;5;4;5
2020-03-21;15;7;5;6;9;5;4;5;8;22;14;6;6;7;2;5;9;10;n/d;6;4;10;8;32;11;5;11;8;21;5;13;11;7;n/d;10;7;18;8;5;5;6
2020-03-21;16;8;5;7;10;5;5;6;8;19;13;7;7;8;2;5;10;10;n/d;7;4;13;11;34;15;5;12;8;19;6;13;12;8;n/d;12;8;20;9;6;5;6
2020-03-21;17;8;6;7;9;5;5;7;8;20;15;8;7;8;3;6;10;12;n/d;7;5;10;11;35;14;5;12;11;20;7;13;13;9;n/d;14;9;21;9;6;6;7
2020-03-21;18;10;7;8;10;6;6;7;10;24;21;9;8;9;3;7;12;13;n/d;7;6;13;11;36;16;4;13;12;20;8;13;16;10;n/d;14;10;23;9;7;6;8
2020-03-21;19;10;9;7;11;6;5;8;10;23;23;9;9;10;3;7;12;14;n/d;8;6;12;10;35;19;5;15;12;21;9;15;15;11;n/d;15;11;23;11;7;8;8
2020-03-21;20;12;8;7;12;6;5;7;10;24;23;15;9;10;3;8;13;14;n/d;7;6;9;10;34;17;4;15;8;22;8;14;15;12;n/d;15;10;21;11;8;8;8
2020-03-21;21;11;6;6;10;6;6;7;10;18;20;11;8;10;3;6;13;13;n/d;6;6;11;8;29;16;4;14;8;19;7;13;14;11;n/d;16;10;16;10;7;7;7
2020-03-21;22;10;6;6;9;5;5;7;9;14;22;14;8;9;2;6;10;11;n/d;6;5;7;6;22;14;4;12;9;15;7;11;13;9;n/d;15;9;15;9;7;7;7
2020-03-21;23;8;5;6;10;4;6;4;8;13;18;10;7;9;2;5;10;10;n/d;6;4;7;5;19;11;3;10;7;16;5;9;11;9;n/d;14;8;10;8;6;6;7
2020-03-21;24;8;5;6;9;4;4;4;6;11;17;17;6;7;2;4;9;10;n/d;5;4;5;5;19;14;3;13;6;13;3;8;9;9;n/d;12;6;8;8;6;6;6
2020-03-22;1;7;4;6;7;4;4;4;6;12;13;8;6;7;2;4;7;8;n/d;5;3;4;5;13;10;3;7;7;12;4;6;8;7;n/d;11;6;8;7;5;5;5
2020-03-22;2;6;5;6;6;4;4;3;6;11;14;5;5;6;2;4;7;7;n/d;5;2;4;4;13;8;3;7;5;10;2;5;8;7;n/d;9;5;6;7;5;4;5
2020-03-22;3;n/d;4;5;6;4;4;4;8;12;11;5;5;7;2;4;6;7;n/d;n/d;2;4;5;12;8;3;7;12;9;4;6;8;8;n/d;10;6;8;6;5;4;6
2020-03-22;4;7;4;6;6;4;5;4;7;10;10;5;6;7;2;4;7;8;n/d;5;2;4;7;14;9;4;7;9;11;4;6;9;7;n/d;10;7;10;7;5;4;5
2020-03-22;5;8;4;6;7;4;4;5;7;10;10;5;5;7;2;4;10;9;n/d;5;3;6;10;19;9;4;8;8;10;4;7;11;8;n/d;11;7;11;7;6;5;6
2020-03-22;6;8;5;6;7;5;4;6;9;15;11;8;6;9;2;4;9;8;n/d;5;4;6;8;23;10;4;10;8;15;6;11;14;10;n/d;12;8;15;10;6;6;6
2020-03-22;7;9;5;5;9;4;5;6;10;16;13;6;7;9;2;5;11;10;n/d;6;4;7;8;28;11;4;12;8;13;6;13;14;10;n/d;13;8;15;8;6;7;6
2020-03-22;8;9;5;5;9;4;5;6;8;16;20;8;7;9;2;5;10;10;n/d;6;4;6;6;23;12;4;12;6;14;5;10;13;10;n/d;12;8;12;7;6;7;6
2020-03-22;9;6;5;5;7;4;5;4;7;13;16;5;6;8;1;4;9;8;n/d;6;3;6;8;19;10;3;9;6;11;3;8;8;7;n/d;10;6;9;6;5;5;5
2020-03-22;10;5;4;5;5;3;5;4;6;11;13;4;5;7;1;4;6;7;n/d;6;2;6;10;18;8;3;7;5;9;3;7;8;6;n/d;9;5;9;5;4;4;4
2020-03-22;11;5;4;4;5;3;5;3;6;13;11;4;5;6;1;4;7;7;n/d;6;2;6;9;22;8;3;8;5;11;3;8;8;6;n/d;9;6;9;5;4;4;4
2020-03-22;12;5;4;5;5;4;5;3;5;12;10;3;4;6;2;3;7;7;n/d;6;2;6;8;23;8;3;8;4;13;2;8;8;5;n/d;9;5;10;5;4;3;5
2020-03-22;13;5;4;5;6;4;5;4;6;15;10;4;5;6;2;4;7;8;6;5;3;7;9;30;9;3;8;4;12;3;10;9;6;n/d;9;6;12;7;4;4;5
2020-03-22;14;6;5;6;7;4;5;4;7;18;13;4;6;7;2;5;7;10;6;6;4;8;7;32;11;3;9;5;14;4;9;11;6;n/d;10;6;18;7;5;4;6
2020-03-22;15;7;5;5;7;4;5;4;6;20;10;5;6;6;2;5;9;9;5;6;4;8;7;31;11;3;9;6;16;4;11;12;7;n/d;10;7;16;7;5;5;6
2020-03-22;16;7;6;5;8;4;6;4;7;20;13;5;6;7;2;4;11;9;8;7;4;6;8;29;11;3;10;6;13;4;10;10;6;n/d;11;7;12;7;5;5;6
2020-03-22;17;7;5;5;8;4;6;5;7;23;12;6;6;7;3;5;9;9;8;8;5;10;8;31;10;3;8;6;16;4;11;10;7;n/d;10;6;15;7;5;5;7
2020-03-22;18;9;9;7;12;5;6;5;8;30;16;10;8;9;3;7;12;13;7;9;8;13;12;43;12;4;12;7;29;5;14;15;9;n/d;14;8;17;12;6;6;8
2020-03-22;19;10;11;7;14;5;7;6;9;24;13;13;8;11;3;7;12;14;8;11;7;15;13;45;17;4;13;8;23;6;15;16;10;n/d;15;9;19;13;7;8;9
2020-03-22;20;10;11;6;16;5;7;5;8;29;12;9;8;10;3;6;12;11;8;14;11;11;10;33;13;4;10;6;22;4;12;15;9;n/d;14;8;15;11;5;7;9
2020-03-22;21;7;7;5;10;4;5;4;8;10;10;5;7;8;3;6;9;10;5;10;5;8;9;31;10;4;8;6;14;4;12;12;8;n/d;12;7;13;9;4;6;8
2020-03-22;22;7;5;5;10;4;6;4;8;8;10;7;8;7;2;4;9;10;5;9;4;6;7;24;12;3;8;6;13;4;14;13;8;n/d;11;7;14;8;5;5;7
2020-03-22;23;7;5;6;8;4;7;4;9;7;9;5;8;7;2;4;9;11;5;7;4;6;7;21;11;4;9;6;13;4;16;10;8;n/d;10;6;14;9;5;5;5
2020-03-22;24;8;5;6;9;5;4;4;9;7;9;6;7;7;2;3;8;10;5;7;4;6;7;19;15;4;9;6;14;4;14;11;8;n/d;11;7;12;9;5;5;5
2020-03-23;1;8;5;5;9;5;3;4;10;7;9;5;6;7;2;4;9;10;5;7;4;5;6;20;11;4;7;6;11;4;11;12;8;n/d;11;8;13;7;5;6;7
2020-03-23;2;8;6;5;9;4;4;4;10;6;9;5;6;7;2;4;9;9;4;7;4;5;7;14;10;3;7;7;10;4;10;9;8;n/d;11;8;15;7;5;5;7
2020-03-23;3;7;7;6;10;4;5;5;10;7;9;5;8;7;n/d;4;9;9;5;8;4;9;16;18;11;6;7;6;13;5;21;11;7;n/d;11;8;20;8;5;6;9
2020-03-23;4;8;n/d;7;11;5;5;5;11;12;9;6;8;8;3;5;9;11;5;8;6;7;16;27;12;4;8;8;14;6;14;13;8;n/d;11;9;22;9;5;6;10
2020-03-23;5;9;11;8;13;6;5;6;11;26;11;7;9;10;3;7;10;11;7;9;9;11;21;38;13;5;10;10;21;8;17;18;10;n/d;14;10;28;11;6;7;9
2020-03-23;6;11;14;9;19;7;6;7;14;33;16;11;13;13;3;9;15;19;11;10;12;16;24;50;14;5;15;12;29;11;32;20;12;n/d;17;12;40;15;7;9;10
2020-03-23;7;12;18;10;22;8;7;9;17;36;23;11;17;14;3;8;17;23;11;11;13;19;25;55;17;5;19;12;22;13;35;30;12;n/d;19;15;48;13;8;10;12
2020-03-23;8;11;11;8;18;7;7;7;14;25;18;8;14;12;3;6;16;20;9;13;9;19;15;60;17;5;18;10;19;11;32;29;12;n/d;18;12;37;13;9;10;9
2020-03-23;9;9;8;7;11;6;6;5;11;19;14;6;11;10;3;4;14;18;7;13;6;17;15;51;15;5;15;8;21;8;26;21;10;n/d;16;9;30;12;8;8;6
2020-03-23;10;8;8;6;10;5;7;4;10;20;15;5;9;8;3;4;15;17;7;11;4;13;11;50;14;5;14;7;21;6;27;17;9;n/d;14;8;26;10;7;6;5
2020-03-23;11;7;7;7;10;5;7;5;8;17;17;5;8;7;3;4;12;14;7;11;4;14;12;n/d;11;4;16;6;16;5;27;12;9;n/d;12;6;27;9;5;5;6
2020-03-23;12;6;8;7;9;5;7;4;8;n/d;13;5;8;7;3;4;11;12;6;11;5;13;15;n/d;11;4;12;6;20;5;20;12;8;n/d;11;8;28;8;6;5;6
2020-03-23;13;6;8;7;11;5;7;5;8;n/d;12;5;9;7;3;5;12;12;6;11;5;13;15;n/d;11;5;12;6;18;6;18;12;8;n/d;11;7;28;10;6;5;5
2020-03-23;14;7;8;7;9;5;7;5;8;n/d;11;5;9;7;3;5;10;14;6;13;5;15;12;50;15;5;11;7;18;5;17;13;8;n/d;12;7;24;9;6;5;5
2020-03-23;15;6;8;7;10;5;7;5;8;18;11;6;10;8;3;6;11;15;7;12;6;20;15;48;13;5;16;7;19;6;18;12;8;n/d;11;7;29;8;6;5;6
2020-03-23;16;7;8;9;10;6;7;6;9;20;13;6;10;9;3;6;12;15;8;12;7;16;15;54;13;5;15;7;19;7;21;16;8;n/d;12;8;30;9;6;6;6
2020-03-23;17;8;9;9;13;7;8;7;11;23;19;6;11;10;4;7;13;19;9;13;8;27;18;68;14;6;19;9;22;8;30;16;10;n/d;15;8;36;11;6;7;8
2020-03-23;18;11;11;11;14;9;8;11;12;23;20;9;13;13;4;10;16;21;11;16;10;30;21;53;19;7;17;11;24;12;31;19;12;n/d;18;11;42;13;8;7;10
2020-03-23;19;15;14;16;19;11;8;12;16;28;19;12;17;14;5;17;21;25;14;20;16;35;35;55;21;8;21;15;28;14;30;24;15;n/d;20;16;46;18;10;12;13
2020-03-23;20;15;16;14;24;11;15;15;20;28;19;13;19;19;5;10;23;23;16;30;18;30;30;51;21;9;18;17;25;15;33;22;14;n/d;20;17;38;19;10;12;14
2020-03-23;21;14;12;13;19;11;11;14;16;20;17;18;17;15;5;8;21;21;12;29;12;22;22;40;21;11;19;16;21;14;31;21;15;n/d;21;17;36;16;10;11;14
2020-03-23;22;16;14;13;15;8;8;12;14;16;16;11;20;12;5;8;18;19;11;35;11;21;20;30;18;10;16;13;18;12;23;16;13;n/d;18;14;31;16;7;10;11
2020-03-23;23;17;13;12;14;8;8;11;14;15;13;11;17;12;4;7;18;16;10;41;12;20;16;24;17;9;14;9;16;12;19;14;12;n/d;16;13;28;13;7;9;12
2020-03-23;24;16;14;11;14;8;8;8;13;15;14;11;15;11;4;7;17;16;10;45;12;15;17;20;16;9;15;8;17;12;15;15;13;n/d;17;13;28;12;7;9;10
2020-03-24;1;15;14;n/d;16;8;8;10;13;18;13;13;17;11;4;8;15;17;10;33;11;11;17;25;16;8;14;8;17;13;20;17;13;n/d;16;15;31;12;8;9;15
2020-03-24;2;13;14;n/d;18;10;9;9;13;15;14;9;13;12;4;8;15;17;10;24;11;13;19;20;15;8;12;14;15;12;22;14;13;n/d;16;14;29;11;7;8;17
2020-03-24;3;15;15;n/d;14;8;8;10;15;13;13;12;20;12;5;8;16;16;10;25;10;16;25;24;16;8;13;10;15;13;18;13;12;n/d;16;14;34;12;6;8;24
2020-03-24;4;16;19;n/d;16;8;9;14;16;20;14;11;19;16;5;9;17;15;11;24;14;20;37;32;18;8;13;10;17;15;24;16;13;n/d;16;16;41;14;7;10;23
2020-03-24;5;18;25;n/d;20;11;9;14;19;34;18;13;23;21;5;11;21;16;14;26;19;26;46;39;21;9;16;11;27;21;30;22;15;n/d;20;20;55;18;8;11;20
2020-03-24;6;22;38;n/d;39;16;9;18;28;45;24;16;24;28;5;11;29;27;20;34;24;24;42;51;22;9;25;17;36;23;32;27;18;n/d;24;23;61;24;7;15;31
2020-03-24;7;23;31;n/d;42;17;10;20;27;53;27;21;26;23;6;14;30;30;22;27;25;38;42;72;27;10;29;27;37;29;53;42;24;n/d;29;28;71;23;9;16;33
2020-03-24;8;21;25;n/d;30;12;9;14;24;41;32;15;23;22;5;11;29;27;16;26;25;33;30;61;29;9;31;20;34;19;49;38;23;n/d;25;21;52;23;14;17;18
2020-03-24;9;15;18;n/d;20;8;9;9;16;26;23;10;19;17;4;7;23;28;11;21;12;24;20;53;19;9;25;13;26;11;38;20;17;n/d;22;14;41;15;12;11;11
2020-03-24;10;12;14;n/d;17;7;7;7;13;26;20;8;13;12;4;8;18;21;9;20;9;18;17;49;22;8;21;10;23;10;34;20;13;n/d;20;11;41;14;11;10;8
2020-03-24;11;10;12;n/d;14;7;6;7;12;24;17;7;11;n/d;5;6;15;16;8;19;7;17;15;62;22;7;18;9;27;8;31;18;11;n/d;17;10;36;11;10;9;6
2020-03-24;12;9;9;n/d;12;6;7;6;12;21;16;7;9;13;6;6;14;16;6;18;7;16;18;57;16;6;15;9;30;8;23;16;10;n/d;15;9;34;9;8;7;7
2020-03-24;13;7;9;n/d;11;6;8;5;10;31;n/d;7;8;12;7;6;11;15;8;14;5;19;16;61;14;5;15;7;23;6;19;14;10;n/d;13;8;26;8;8;6;6
2020-03-24;14;7;7;n/d;9;5;7;5;10;25;n/d;6;6;10;4;5;10;15;12;12;6;18;15;64;13;5;14;8;21;5;20;13;9;n/d;12;8;29;7;6;5;7
2020-03-24;15;7;8;n/d;10;5;7;4;7;23;n/d;6;6;9;3;5;10;15;6;11;6;20;15;56;15;4;16;8;19;5;19;12;9;n/d;11;6;26;8;7;5;6
2020-03-24;16;8;8;n/d;11;5;8;6;7;26;n/d;8;6;9;4;5;11;18;10;11;6;22;17;66;14;4;15;8;26;6;23;15;9;n/d;12;7;33;7;7;6;7
2020-03-24;17;9;9;n/d;12;6;7;6;9;37;n/d;8;8;9;3;6;13;16;12;12;7;24;18;83;20;4;19;6;27;8;23;18;10;n/d;14;9;39;10;7;7;8
2020-03-24;18;11;10;n/d;15;8;7;9;11;37;n/d;10;11;13;3;7;14;21;12;18;10;26;21;76;17;6;17;8;32;9;31;20;12;n/d;17;10;39;11;8;9;10
2020-03-24;19;16;19;n/d;20;10;10;12;12;39;n/d;18;14;14;3;15;20;21;19;24;15;20;27;61;23;8;22;13;44;13;32;26;16;n/d;21;14;44;18;10;13;16
2020-03-24;20;17;24;n/d;33;13;11;16;16;62;n/d;24;18;18;3;17;22;24;19;15;23;23;25;60;23;6;22;19;44;17;32;27;21;n/d;24;19;48;21;9;13;22
2020-03-24;21;16;22;n/d;39;11;10;12;15;63;n/d;43;17;17;4;21;24;20;21;14;31;29;18;48;23;6;20;13;38;14;24;23;18;n/d;21;17;40;18;9;12;24
2020-03-24;22;13;20;n/d;34;9;10;8;13;49;n/d;31;14;13;4;14;23;18;33;14;27;17;15;41;17;6;17;10;39;11;18;17;15;n/d;19;14;24;23;8;11;27
2020-03-24;23;12;16;n/d;30;7;11;8;11;51;n/d;20;11;12;4;12;21;14;19;13;24;16;11;28;17;6;14;9;32;9;17;17;14;n/d;18;12;21;19;8;10;18
2020-03-24;24;11;16;n/d;29;7;11;8;12;44;n/d;14;11;12;4;9;15;14;11;14;23;13;14;29;18;6;13;11;26;9;14;16;13;n/d;16;12;21;14;8;10;18
2020-03-25;1;12;17;n/d;28;8;11;8;15;32;n/d;9;11;12;4;9;14;17;12;16;21;15;18;24;18;6;12;13;26;9;20;16;12;n/d;15;12;22;15;8;9;18
2020-03-25;2;12;14;n/d;30;8;11;9;16;34;n/d;10;11;12;4;8;15;15;11;19;22;14;15;25;19;6;13;13;22;9;23;15;12;n/d;16;13;20;14;8;9;16
2020-03-25;3;12;13;n/d;29;9;11;11;16;41;n/d;8;12;13;4;8;15;14;12;17;21;13;22;29;17;7;14;14;27;11;23;15;13;n/d;16;14;24;15;9;10;21
2020-03-25;4;14;15;n/d;32;11;11;11;15;44;n/d;11;14;16;4;11;17;15;15;24;20;22;27;34;19;7;16;16;31;12;26;21;14;n/d;20;16;34;21;8;10;24
2020-03-25;5;15;14;n/d;37;12;11;14;19;58;n/d;16;14;23;4;18;32;19;20;19;20;32;45;56;22;7;20;16;53;19;31;27;16;n/d;24;18;56;38;10;13;25
2020-03-25;6;21;24;n/d;39;17;14;18;21;74;n/d;31;21;37;4;30;65;36;48;23;27;39;63;70;23;8;40;18;68;35;41;37;27;n/d;46;27;79;52;11;16;41
2020-03-25;7;43;26;n/d;48;19;13;24;24;76;n/d;33;24;45;5;33;61;50;52;18;37;37;50;80;32;10;51;26;66;34;48;43;40;n/d;51;31;84;56;17;25;48
2020-03-25;8;33;19;n/d;32;13;9;14;22;58;n/d;23;22;30;5;18;47;52;n/d;14;27;26;36;79;36;9;55;21;55;22;43;42;41;n/d;43;23;57;43;23;30;29
2020-03-25;9;18;17;n/d;24;9;9;10;20;46;n/d;28;19;22;4;11;36;38;n/d;12;16;24;27;74;32;8;41;16;40;17;39;36;32;n/d;38;18;47;24;22;20;11
2020-03-25;10;19;14;n/d;17;8;8;10;21;36;n/d;12;14;23;4;10;23;26;n/d;12;11;23;23;63;28;7;27;17;28;13;31;26;21;11;30;15;44;16;24;19;9
2020-03-25;11;14;10;n/d;15;7;8;8;17;33;n/d;8;13;23;3;8;21;24;n/d;10;9;16;24;61;24;7;21;13;28;11;28;n/d;16;8;29;14;38;13;17;14;8
2020-03-25;12;11;8;n/d;12;8;7;8;14;30;n/d;8;11;14;3;8;17;18;n/d;9;7;16;29;56;17;9;16;12;27;10;23;n/d;13;7;21;13;29;12;13;10;9
2020-03-25;13;9;8;n/d;11;8;6;8;12;33;n/d;7;11;11;3;8;15;17;n/d;8;8;15;24;54;15;11;15;11;23;8;22;17;12;7;17;11;27;11;11;9;8
2020-03-25;14;10;7;n/d;10;8;6;8;12;24;n/d;7;10;11;3;8;14;18;n/d;9;7;17;25;47;18;8;14;11;20;9;20;16;11;8;15;11;29;10;11;9;8
2020-03-25;15;8;7;n/d;9;8;7;10;9;25;n/d;6;9;9;3;9;12;15;n/d;8;6;16;22;49;16;7;15;12;22;9;20;15;9;7;14;10;28;8;8;6;7
2020-03-25;16;8;7;n/d;9;8;8;8;10;28;n/d;6;8;9;3;9;14;17;n/d;9;8;19;21;62;17;7;13;9;24;9;20;16;10;7;14;10;33;9;8;6;8
2020-03-25;17;10;9;n/d;10;9;8;9;10;30;n/d;7;9;9;4;9;17;19;n/d;9;8;18;22;50;19;7;14;11;26;10;23;17;12;8;14;13;33;11;9;7;9
2020-03-25;18;12;12;n/d;15;11;8;15;12;34;n/d;10;11;12;4;14;21;23;n/d;12;10;18;27;55;17;7;20;12;27;15;27;20;13;8;17;15;48;12;9;9;11
2020-03-25;19;20;16;n/d;21;15;11;19;20;41;n/d;15;15;16;6;17;33;31;n/d;16;18;25;32;53;24;8;22;21;26;24;37;28;36;13;22;22;47;18;21;17;17
2020-03-25;20;24;16;n/d;22;21;17;28;23;36;n/d;14;20;23;6;25;31;30;n/d;16;18;37;35;50;26;9;23;27;29;25;36;28;34;18;25;26;48;19;21;23;18
2020-03-25;21;23;16;n/d;18;26;16;20;24;33;n/d;15;21;19;5;24;27;27;n/d;13;20;28;30;42;25;10;26;25;39;25;35;28;25;21;27;28;47;24;15;19;18
2020-03-25;22;28;14;n/d;21;21;11;18;26;35;n/d;17;20;22;4;27;35;34;n/d;13;17;20;26;54;33;13;34;23;42;20;34;30;30;18;34;25;45;30;12;23;19
2020-03-25;23;23;14;n/d;22;21;9;18;17;35;n/d;20;16;21;4;34;25;26;n/d;16;22;15;19;44;25;12;28;22;37;18;23;24;24;15;35;20;41;23;10;17;19
2020-03-25;24;24;13;n/d;19;18;8;20;20;37;n/d;16;15;15;4;29;27;25;n/d;21;22;11;16;34;34;10;25;19;37;19;22;26;23;14;33;21;37;27;9;15;17
2020-03-26;1;19;11;n/d;17;17;9;14;19;29;n/d;12;14;18;4;19;26;21;n/d;22;16;12;18;37;26;9;22;16;28;18;21;24;24;17;33;20;35;24;7;15;15
2020-03-26;2;19;10;n/d;18;17;9;13;18;23;n/d;11;14;24;4;12;23;21;n/d;20;15;12;20;31;22;8;20;13;26;15;22;21;21;21;34;18;30;23;7;16;12
2020-03-26;3;21;9;n/d;18;15;12;12;17;19;n/d;9;14;22;4;13;18;19;n/d;12;16;15;23;30;22;12;18;12;22;15;20;23;19;12;34;19;32;16;6;13;11
2020-03-26;4;25;9;n/d;14;14;12;12;19;23;n/d;10;14;18;5;16;17;21;n/d;9;18;18;25;36;25;15;19;12;32;16;24;25;19;11;29;19;37;19;8;14;11
2020-03-26;5;25;10;n/d;16;15;13;17;21;36;n/d;11;13;19;5;20;23;22;n/d;9;18;28;32;55;27;14;22;14;38;19;33;31;21;14;36;20;50;20;8;15;13
2020-03-26;6;25;13;n/d;23;21;15;20;24;53;n/d;13;16;22;6;23;30;32;n/d;11;19;38;36;75;30;13;29;18;50;26;43;38;26;15;46;27;63;26;11;19;21
2020-03-26;7;26;13;n/d;25;19;16;28;29;55;n/d;15;18;28;7;26;36;40;n/d;12;20;38;47;87;30;15;35;23;49;28;42;38;29;14;44;27;65;29;13;22;20
2020-03-26;8;22;13;n/d;19;15;12;19;22;46;n/d;17;19;23;6;21;29;33;n/d;12;16;23;36;77;31;14;32;20;38;20;38;40;22;13;35;24;52;21;14;18;15
2020-03-26;9;13;10;n/d;16;10;8;9;15;32;n/d;11;12;17;5;10;19;23;n/d;11;9;14;23;71;22;10;27;14;26;11;30;29;15;11;24;14;35;13;12;11;9
2020-03-26;10;9;9;n/d;12;8;n/d;7;11;29;n/d;7;9;12;4;8;13;20;n/d;10;7;13;20;66;18;9;21;11;23;9;23;17;11;10;17;11;33;10;10;8;8
2020-03-26;11;8;8;n/d;10;8;7;7;10;22;n/d;7;8;11;4;7;13;17;n/d;10;6;15;23;55;15;7;17;10;24;7;21;18;10;8;16;10;28;9;9;7;7
2020-03-26;12;7;7;n/d;9;7;6;6;9;27;n/d;6;7;10;4;6;11;15;n/d;9;6;14;21;54;14;7;14;10;24;7;19;14;9;7;14;10;29;8;7;5;7
2020-03-26;13;7;8;n/d;9;7;6;6;9;26;n/d;7;7;9;4;6;11;15;n/d;8;6;13;21;42;14;6;14;9;21;6;17;14;8;6;12;8;27;8;7;5;7
2020-03-26;14;7;6;n/d;9;7;6;6;9;27;n/d;6;7;8;3;6;11;16;12;8;5;15;18;58;16;6;13;8;20;7;17;15;9;5;12;8;27;8;7;5;7
2020-03-26;15;7;7;n/d;10;7;6;6;9;30;n/d;7;6;8;3;8;12;16;13;9;6;15;18;49;16;6;14;8;21;7;18;15;9;6;12;9;26;8;7;8;7
2020-03-26;16;8;7;n/d;9;7;7;6;10;28;n/d;8;7;9;4;7;11;17;15;9;6;13;22;54;17;5;15;9;25;7;18;16;10;9;13;9;29;8;7;6;7
