date;heure;PA01H;GEN;LOGNES;PA15L;CERGY;NOGENT;A1;DEF;RUR-NO;PA18;OPERA;BOB;RUR_S;RN6;RN2;HAUS;AUT;VITRY;RD934;BASCH;ELYS;RAMBO;BP_EST;TREMB
2020-02-23;11;7;n/d;6;5;2;3;33;2;8;3;9;6;6;12;10;6;13;8;5;n/d;10;3;10;4
2020-02-23;12;10;n/d;5;7;1;4;25;0;9;1;9;4;6;16;11;11;15;6;5;n/d;9;5;9;6
2020-02-23;13;8;n/d;6;8;3;3;31;4;4;5;10;3;7;17;7;12;15;5;3;n/d;8;8;7;6
2020-02-23;14;6;n/d;6;9;4;0;34;4;4;4;14;2;8;18;5;11;16;5;4;n/d;9;5;7;5
2020-02-23;15;7;n/d;3;7;3;3;23;3;4;2;12;2;7;18;9;12;15;5;7;n/d;10;5;10;4
2020-02-23;16;9;n/d;4;6;2;4;22;2;4;2;14;5;5;16;6;15;16;6;6;n/d;13;4;8;7
2020-02-23;17;11;n/d;4;6;4;4;32;5;5;3;22;4;6;15;7;14;21;8;4;n/d;12;5;7;5
2020-02-23;18;7;n/d;4;7;8;5;27;4;5;4;19;1;8;13;11;14;24;8;6;n/d;11;3;7;4
2020-02-23;19;5;n/d;4;7;7;2;32;3;3;4;16;1;7;13;13;10;13;6;3;n/d;6;2;8;3
2020-02-23;20;7;n/d;4;7;9;4;18;0;2;3;5;2;3;13;8;7;15;3;2;n/d;5;4;4;4
2020-02-23;21;8;n/d;7;5;7;4;26;3;4;5;6;2;2;11;3;5;17;3;2;n/d;7;3;4;4
2020-02-23;22;10;n/d;6;3;7;3;26;2;2;5;13;0;4;15;2;9;12;3;6;n/d;11;1;7;6
2020-02-23;23;5;n/d;4;5;5;2;17;2;0;3;5;1;5;3;1;8;13;7;4;n/d;7;3;7;6
2020-02-23;24;6;n/d;5;6;7;5;10;1;3;2;n/d;3;3;n/d;1;6;9;5;2;n/d;7;3;8;5
2020-02-24;1;4;n/d;5;9;6;2;7;3;2;4;0;3;2;n/d;4;5;8;7;4;n/d;4;10;5;2
2020-02-24;2;n/d;n/d;4;7;3;4;17;4;1;3;1;3;1;2;2;3;5;6;2;n/d;1;6;4;3
2020-02-24;3;n/d;n/d;2;2;4;5;9;3;5;5;5;4;0;4;3;1;4;4;0;n/d;1;2;2;1
2020-02-24;4;4;n/d;5;1;5;1;12;2;3;3;6;3;0;4;3;2;3;5;2;n/d;1;1;3;4
2020-02-24;5;5;n/d;5;4;4;2;19;0;2;3;1;2;3;7;0;2;7;4;1;n/d;4;0;3;5
2020-02-24;6;5;n/d;4;6;5;2;18;5;1;3;5;6;2;6;2;5;12;2;0;n/d;6;0;8;6
2020-02-24;7;5;n/d;4;5;3;5;19;4;0;3;5;3;3;6;6;13;12;2;2;n/d;7;0;6;7
2020-02-24;8;3;n/d;3;6;1;2;22;6;0;3;19;n/d;2;10;8;13;16;4;3;n/d;21;2;10;5
2020-02-24;9;7;n/d;4;6;1;2;n/d;5;0;5;33;8;3;20;12;14;17;6;1;n/d;21;1;11;6
2020-02-24;10;14;n/d;2;6;1;1;n/d;10;n/d;5;25;9;3;17;19;14;26;6;0;n/d;22;2;8;11
2020-02-24;11;12;n/d;4;10;1;3;n/d;5;n/d;7;20;11;0;25;17;13;26;4;0;n/d;18;3;18;9
2020-02-24;12;11;n/d;4;8;n/d;4;44;3;n/d;6;19;9;1;22;11;11;34;10;2;n/d;13;3;18;11
2020-02-24;13;11;n/d;4;5;n/d;4;52;4;6;3;19;6;2;18;12;10;26;6;3;8;23;1;14;10
2020-02-24;14;11;n/d;4;7;n/d;5;54;8;4;6;18;9;6;16;14;15;29;5;4;9;24;1;16;8
2020-02-24;15;9;n/d;5;6;2;5;50;10;5;5;21;10;4;19;14;13;30;5;15;7;26;3;10;6
2020-02-24;16;10;n/d;6;8;3;4;39;5;6;7;21;8;2;16;13;22;26;10;12;11;19;7;12;9
2020-02-24;17;8;n/d;8;6;3;4;51;5;2;7;18;6;6;19;14;19;26;8;13;9;19;4;9;8
2020-02-24;18;7;n/d;7;4;4;5;37;4;2;7;8;4;6;16;12;14;18;7;7;5;14;1;12;9
2020-02-24;19;7;n/d;7;3;4;3;35;8;4;5;14;4;4;11;8;14;22;6;5;9;14;2;12;6
2020-02-24;20;8;n/d;6;2;3;1;35;7;n/d;4;21;5;3;10;9;16;16;6;3;12;12;3;8;5
2020-02-24;21;8;n/d;5;2;2;1;35;5;0;5;23;4;4;16;10;12;17;7;0;9;9;3;11;5
2020-02-24;22;8;n/d;5;8;1;2;22;3;0;5;16;n/d;5;17;7;9;3;4;0;7;8;3;10;5
2020-02-24;23;7;n/d;5;6;0;3;18;2;1;4;10;n/d;5;7;6;6;9;3;3;7;10;2;7;7
2020-02-24;24;5;n/d;6;4;1;4;4;3;1;4;7;n/d;4;9;3;3;6;4;2;8;7;2;7;5
2020-02-25;1;2;n/d;5;3;0;0;4;2;4;3;n/d;n/d;3;6;3;2;6;5;0;5;3;1;7;4
2020-02-25;2;2;n/d;2;1;0;1;8;2;4;2;n/d;n/d;2;6;2;4;3;6;0;3;1;0;6;3
2020-02-25;3;3;n/d;2;0;2;1;8;1;4;2;n/d;n/d;0;5;1;3;0;4;0;0;1;1;6;5
2020-02-25;4;3;n/d;2;4;2;3;7;3;5;1;n/d;n/d;0;3;1;2;3;5;0;0;0;0;6;3
2020-02-25;5;2;n/d;2;6;3;1;12;0;6;1;0;n/d;2;4;3;5;15;4;0;5;0;0;7;3
2020-02-25;6;5;n/d;4;12;5;1;33;4;11;5;7;5;2;6;6;10;22;8;0;8;8;3;13;4
2020-02-25;7;9;n/d;6;15;10;4;41;8;9;8;3;9;1;11;7;14;28;9;2;11;17;4;8;7
2020-02-25;8;12;n/d;9;14;7;8;25;14;6;10;12;7;5;11;9;17;26;6;6;13;14;5;12;10
2020-02-25;9;12;n/d;10;10;7;8;32;8;6;9;23;4;6;9;19;18;21;7;11;11;25;8;10;8
2020-02-25;10;12;n/d;7;16;6;7;37;16;9;9;22;10;4;19;17;22;33;13;9;17;29;10;8;6
2020-02-25;11;12;n/d;9;13;8;8;n/d;16;11;10;35;11;6;26;16;21;38;17;25;25;28;8;9;10
2020-02-25;12;14;n/d;10;8;5;8;33;13;8;10;29;11;7;17;12;21;36;13;12;13;23;5;14;11
2020-02-25;13;11;n/d;8;7;4;7;35;10;3;8;21;9;6;15;9;14;22;9;9;16;24;10;11;8
2020-02-25;14;12;n/d;6;8;6;5;31;n/d;0;6;27;7;5;17;6;19;25;8;10;16;36;11;10;7
2020-02-25;15;11;n/d;5;9;5;6;37;n/d;3;7;20;9;6;14;21;24;26;10;5;13;35;6;17;11
2020-02-25;16;5;n/d;8;8;7;1;32;1;5;9;34;6;6;11;11;11;17;5;1;8;12;5;8;5
2020-02-25;17;15;n/d;4;7;4;3;30;4;4;5;27;2;4;13;7;10;21;6;1;6;16;3;4;7
2020-02-25;18;8;n/d;7;14;7;5;36;11;4;7;29;5;4;15;6;17;30;10;4;14;25;9;12;7
2020-02-25;19;11;n/d;7;13;7;6;45;16;4;9;26;17;5;20;19;20;25;8;9;15;26;6;17;7
2020-02-25;20;n/d;n/d;7;9;4;6;18;7;6;19;21;3;7;12;9;9;17;5;6;8;9;2;4;0
2020-02-25;21;n/d;n/d;5;10;4;2;31;7;7;8;14;5;4;9;7;15;15;6;4;7;11;4;8;4
2020-02-25;22;10;n/d;7;11;8;6;25;5;10;8;20;6;7;6;5;13;11;8;5;8;11;4;8;8
2020-02-25;23;10;n/d;6;8;6;6;15;5;10;10;23;7;8;10;5;12;16;9;8;8;13;6;10;8
2020-02-25;24;8;n/d;9;12;8;5;14;10;9;9;19;6;16;10;7;13;13;9;10;10;14;8;8;7
2020-02-26;1;9;n/d;8;12;9;9;26;9;11;9;11;7;2;10;5;12;11;7;10;9;13;5;9;8
2020-02-26;2;10;n/d;6;8;7;6;14;7;5;9;n/d;6;6;10;5;11;8;7;6;7;10;3;11;9
2020-02-26;3;6;n/d;4;7;5;1;16;5;1;4;5;4;6;7;4;6;5;6;4;4;6;4;8;7
2020-02-26;4;3;n/d;4;4;3;3;23;3;4;1;4;9;3;6;0;3;5;3;2;4;3;3;5;2
2020-02-26;5;4;n/d;4;4;4;4;32;2;6;3;4;8;2;6;4;6;16;3;0;5;7;1;6;1
2020-02-26;6;7;n/d;6;7;6;2;30;3;6;6;9;5;1;7;7;13;15;12;1;8;7;0;12;3
2020-02-26;7;7;n/d;5;6;4;2;23;5;7;6;6;5;1;15;4;9;15;7;2;7;10;1;10;4
2020-02-26;8;4;n/d;6;8;3;2;22;8;5;2;16;8;1;10;5;8;12;10;4;6;9;3;6;3
2020-02-26;9;7;n/d;7;12;4;7;22;13;6;5;23;9;2;11;9;13;14;7;7;5;16;3;6;6
2020-02-26;10;10;n/d;8;14;7;8;23;14;10;8;34;12;4;17;10;24;19;17;12;12;32;5;10;9
2020-02-26;11;11;n/d;10;19;7;10;47;15;7;8;45;12;5;19;12;24;32;17;12;21;30;5;15;12
2020-02-26;12;12;n/d;9;11;4;9;27;14;8;9;29;6;7;14;10;14;14;6;16;14;14;6;10;7
2020-02-26;13;9;10;5;14;3;6;33;12;9;6;15;3;7;11;10;12;20;6;6;12;n/d;4;7;5
2020-02-26;14;8;6;5;12;8;5;32;11;10;8;19;4;4;8;8;11;22;8;11;12;n/d;4;6;9
2020-02-26;15;10;9;7;15;9;5;37;11;12;11;27;7;4;14;14;12;21;9;15;13;n/d;9;13;8
2020-02-26;16;14;11;11;16;16;12;42;16;11;12;39;11;7;16;22;25;21;8;15;8;31;10;15;8
2020-02-26;17;13;11;12;14;10;13;29;14;9;12;39;13;9;18;16;19;24;14;24;10;34;9;15;10
2020-02-26;18;16;11;11;20;10;12;28;17;14;12;35;12;10;31;8;23;27;22;23;17;37;11;17;10
2020-02-26;19;19;15;14;15;11;13;35;21;12;17;36;12;10;25;19;22;28;21;21;20;28;11;18;12
2020-02-26;20;19;14;14;13;15;13;38;18;14;17;29;12;8;21;14;21;28;19;14;15;32;9;14;15
2020-02-26;21;16;13;14;12;10;15;34;15;10;12;28;10;12;24;17;14;28;12;23;18;23;14;16;15
2020-02-26;22;16;13;14;17;10;16;53;12;11;13;15;12;12;19;12;20;27;17;10;20;20;13;15;14
2020-02-26;23;17;14;14;14;13;19;55;13;11;14;16;18;14;17;13;20;20;13;11;14;23;11;34;16
2020-02-26;24;16;14;15;12;15;15;48;13;9;15;14;16;10;19;17;17;19;15;11;18;13;13;17;17
2020-02-27;1;16;13;15;12;12;13;27;13;12;14;20;17;7;15;15;13;15;13;9;14;17;12;22;18
2020-02-27;2;15;12;14;10;11;13;29;12;11;14;19;18;7;17;13;16;16;14;11;14;17;12;24;14
2020-02-27;3;15;11;12;13;8;14;33;11;13;14;13;11;10;11;15;13;17;15;9;12;16;10;25;14
2020-02-27;4;14;11;12;19;10;13;29;10;14;13;14;15;13;17;18;9;11;11;15;19;15;14;19;14
2020-02-27;5;15;11;11;15;11;12;34;13;11;12;14;16;12;16;21;11;17;17;18;18;14;10;22;12
2020-02-27;6;16;13;10;10;6;9;33;12;9;14;20;12;10;13;15;15;16;7;13;16;17;7;23;12
2020-02-27;7;13;n/d;10;10;3;7;23;6;5;10;16;6;8;11;9;13;12;7;9;8;7;1;18;10
2020-02-27;8;6;n/d;6;6;3;3;25;8;5;5;12;5;4;9;7;11;9;5;5;8;8;1;8;6
2020-02-27;9;9;n/d;4;5;3;1;21;9;3;1;36;4;1;6;6;13;6;7;1;8;10;2;10;4
2020-02-27;10;14;16;1;5;2;2;23;6;0;2;25;4;2;5;9;12;10;n/d;0;6;8;2;12;n/d
2020-02-27;11;13;7;2;5;0;5;19;6;1;6;11;5;3;6;12;17;17;n/d;1;8;9;0;6;n/d
2020-02-27;12;12;5;3;8;1;3;25;7;5;7;13;6;2;11;8;14;18;n/d;1;9;9;3;10;2
2020-02-27;13;8;3;3;10;5;1;22;14;8;4;8;5;7;8;8;15;11;n/d;3;16;10;7;8;3
2020-02-27;14;6;9;4;10;8;3;22;14;5;6;15;9;9;9;12;16;17;n/d;7;13;23;6;9;1
2020-02-27;15;13;10;5;12;7;5;27;12;8;8;19;11;7;8;12;15;19;n/d;6;12;22;10;12;3
2020-02-27;16;12;7;6;10;7;4;24;15;15;9;23;10;6;9;11;14;22;n/d;3;18;25;8;10;5
2020-02-27;17;13;8;5;15;9;8;31;16;11;9;21;13;7;11;11;23;18;8;10;10;16;5;8;6
2020-02-27;18;12;9;5;15;10;9;30;19;10;11;22;9;8;12;17;19;25;13;10;16;25;5;10;6
2020-02-27;19;14;11;8;13;12;11;39;20;16;11;19;9;8;12;18;18;32;19;11;15;25;8;10;9
2020-02-27;20;17;11;11;15;9;10;36;24;13;14;22;14;9;19;19;24;33;17;21;19;25;9;19;12
2020-02-27;21;18;14;12;13;16;14;n/d;21;19;15;24;14;12;23;18;24;31;18;12;21;23;13;18;15
2020-02-27;22;18;14;17;13;14;10;44;16;15;15;22;14;10;19;15;20;35;15;10;18;25;12;17;20
2020-02-27;23;17;13;19;11;19;11;41;11;14;14;18;10;9;15;16;22;31;12;12;17;21;15;16;19
2020-02-27;24;16;14;19;16;17;12;42;11;20;13;21;15;9;17;18;18;24;16;18;21;26;10;16;15
2020-02-28;1;17;13;16;11;14;12;38;13;18;13;21;13;8;16;12;23;22;13;18;20;19;15;18;14
2020-02-28;2;16;12;15;11;15;12;28;15;14;15;18;12;11;n/d;16;21;22;12;18;16;17;12;22;15
2020-02-28;3;15;12;15;14;12;13;32;14;11;13;20;14;9;17;14;15;20;11;14;15;17;8;29;16
2020-02-28;4;13;12;15;15;11;14;24;12;14;12;18;14;9;14;24;16;19;12;16;23;18;n/d;27;16
2020-02-28;5;15;12;14;16;12;12;27;13;10;12;19;14;13;28;38;20;30;19;26;26;16;n/d;34;14
2020-02-28;6;17;13;13;20;13;12;56;12;11;15;18;14;10;25;46;26;38;17;29;37;22;8;47;14
2020-02-28;7;21;19;13;19;9;15;n/d;15;14;18;29;27;9;29;46;29;36;20;30;37;36;9;47;15
2020-02-28;8;28;21;14;25;17;15;n/d;21;13;21;37;30;15;39;45;34;42;24;29;29;39;16;40;16
2020-02-28;9;35;23;17;21;16;20;n/d;25;16;24;32;22;10;34;44;43;35;14;35;41;38;7;34;19
2020-02-28;10;32;19;14;22;10;18;n/d;19;15;20;34;22;10;22;46;36;26;17;22;36;29;11;48;17
2020-02-28;11;29;17;14;18;9;13;n/d;17;8;18;31;18;9;19;42;36;34;17;22;26;23;9;39;16
2020-02-28;12;23;16;12;14;9;12;n/d;14;8;17;28;15;11;20;34;29;31;11;17;24;28;8;35;14
2020-02-28;13;23;13;12;12;7;7;32;9;5;15;31;14;8;22;26;18;22;7;27;15;16;8;25;11
2020-02-28;14;20;11;13;18;6;11;63;11;10;14;29;14;8;17;33;24;39;14;27;27;25;11;36;9
2020-02-28;15;30;12;11;10;10;12;46;10;10;15;37;14;8;15;35;27;28;14;20;21;19;11;37;8
2020-02-28;16;24;13;10;12;11;10;24;10;12;13;29;11;8;12;15;17;21;11;15;12;13;13;23;11
2020-02-28;17;14;14;8;14;27;9;29;14;27;8;25;12;17;17;18;26;31;14;13;17;26;26;22;9
2020-02-28;18;26;23;12;47;47;14;44;28;51;21;33;23;27;39;48;49;59;39;15;46;58;54;52;18
2020-02-28;19;53;46;30;56;52;37;81;49;51;48;55;51;36;48;70;66;65;54;29;58;66;53;72;33
2020-02-28;20;67;55;39;58;54;50;77;55;48;62;71;58;46;54;73;68;70;56;48;64;72;57;72;50
2020-02-28;21;62;50;44;37;46;49;55;55;42;58;81;49;34;38;51;43;52;45;39;45;47;32;54;49
2020-02-28;22;46;35;40;27;29;39;46;38;28;42;43;34;18;30;34;32;33;26;28;30;34;24;35;41
2020-02-28;23;33;27;26;26;21;24;38;27;20;29;31;26;23;26;31;33;34;29;23;33;34;28;28;30
2020-02-28;24;31;27;22;30;28;23;42;27;28;30;45;26;44;37;28;35;37;35;22;30;31;31;35;26
2020-02-29;1;36;30;36;47;32;33;49;31;35;33;48;52;47;52;49;47;52;46;40;49;52;56;55;31
2020-02-29;2;50;40;47;56;41;46;56;41;38;47;51;49;45;48;54;54;56;52;47;53;55;51;58;43
2020-02-29;3;54;48;47;47;41;48;62;46;49;50;53;49;42;44;53;51;49;47;44;53;55;47;54;46
2020-02-29;4;51;46;43;51;48;44;61;45;52;47;50;48;34;41;53;50;51;50;35;52;52;50;56;46
2020-02-29;5;49;47;39;46;45;42;52;47;50;46;48;45;45;44;48;46;52;43;34;47;47;44;52;43
2020-02-29;6;46;42;39;47;44;39;57;46;48;43;50;46;44;42;49;48;50;46;38;48;49;46;55;39
2020-02-29;7;49;45;40;52;42;42;77;43;52;46;43;49;41;47;55;52;57;47;39;57;57;50;62;43
2020-02-29;8;50;45;38;45;44;39;82;42;43;45;57;42;36;42;49;53;61;43;39;52;51;44;65;41
2020-02-29;9;53;42;39;41;45;36;83;41;48;43;55;44;40;56;53;53;56;43;36;59;52;40;56;41
2020-02-29;10;65;46;45;50;47;40;85;45;52;51;63;56;53;62;62;63;67;53;50;62;62;44;61;51
2020-02-29;11;59;42;50;43;17;47;70;43;18;54;67;46;36;64;52;55;52;42;62;50;59;20;58;53
2020-02-29;12;20;15;30;6;2;30;36;13;7;26;60;5;11;29;8;13;14;9;33;7;10;5;10;21
2020-02-29;13;8;3;6;6;6;3;23;6;11;6;8;6;8;13;7;8;17;8;7;9;8;3;7;7
2020-02-29;14;9;5;6;5;9;3;41;8;10;7;25;11;9;11;14;19;24;12;4;15;18;8;9;4
2020-02-29;15;13;7;6;11;9;4;42;10;10;14;33;11;7;17;19;21;25;12;6;13;16;11;15;10
2020-02-29;16;14;9;8;8;7;8;28;11;8;14;17;6;8;15;8;16;23;8;8;9;7;4;5;7
2020-02-29;17;9;10;6;12;10;4;47;10;11;8;20;8;9;20;11;20;20;10;8;10;17;11;13;6
2020-02-29;18;14;16;8;17;12;6;46;10;8;9;31;16;9;24;18;26;25;15;9;18;28;14;18;10
2020-02-29;19;16;11;10;8;9;11;25;9;6;13;25;7;9;17;9;12;19;9;7;2;12;9;12;10
2020-02-29;20;10;5;5;5;7;4;40;4;5;7;7;4;6;13;9;12;12;n/d;7;4;12;3;11;6
2020-02-29;21;10;5;6;8;7;4;34;7;6;9;9;4;5;17;14;10;18;8;7;5;14;3;12;9
2020-02-29;22;12;3;5;9;8;5;19;3;8;9;16;4;8;13;9;12;12;8;4;7;10;4;8;12
2020-02-29;23;12;5;4;9;6;5;26;4;11;9;16;5;6;12;14;13;16;10;7;11;11;4;13;7
2020-02-29;24;12;7;4;8;6;6;29;6;9;9;19;7;2;9;14;10;17;8;5;11;12;5;11;10
2020-03-01;1;10;7;4;11;9;6;26;8;11;7;6;8;3;7;10;14;16;8;4;10;16;16;10;7
2020-03-01;2;9;5;5;8;7;4;16;7;9;7;8;8;5;7;8;11;9;7;5;11;13;6;9;7
2020-03-01;3;7;3;6;7;5;3;14;4;5;6;11;8;10;10;7;10;9;10;3;9;8;9;8;7
2020-03-01;4;6;5;5;12;6;4;18;6;4;6;9;9;9;11;6;12;9;6;2;8;5;8;9;6
2020-03-01;5;8;8;7;12;15;7;19;9;11;7;10;8;10;10;7;11;11;10;4;12;14;15;18;7
2020-03-01;6;12;10;8;13;11;11;34;10;10;9;18;12;8;7;16;12;13;13;7;20;19;9;20;10
2020-03-01;7;13;10;10;9;11;9;21;10;10;11;14;13;7;6;16;13;13;8;9;14;10;6;21;10
2020-03-01;8;11;9;5;9;10;1;30;11;9;10;12;9;5;10;15;11;12;11;9;12;13;7;18;7
2020-03-01;9;11;11;9;12;12;8;29;12;10;9;13;14;5;14;13;10;17;11;6;15;16;10;18;8
2020-03-01;10;11;7;8;12;10;6;30;10;13;9;13;14;8;10;21;11;22;11;8;22;17;7;22;8
2020-03-01;11;14;9;8;10;8;7;24;9;14;9;16;14;6;18;23;11;21;11;9;22;16;8;26;11
2020-03-01;12;15;9;9;13;9;8;35;12;11;11;23;9;4;8;19;15;14;11;12;13;12;5;17;11
2020-03-01;13;12;7;8;8;6;7;24;9;6;10;21;5;2;8;20;7;16;7;7;8;7;6;23;10
2020-03-01;14;9;4;5;8;4;2;25;4;2;7;9;3;2;6;11;6;16;n/d;2;7;5;4;18;7
2020-03-01;15;6;6;4;10;4;1;13;5;3;7;11;8;8;12;7;8;16;10;0;10;7;2;18;6
2020-03-01;16;9;7;4;9;6;2;10;4;6;7;13;7;6;11;4;7;14;8;2;5;7;1;9;4
2020-03-01;17;7;8;2;9;12;3;31;5;8;7;10;n/d;4;7;5;9;23;n/d;3;7;11;3;7;2
2020-03-01;18;10;13;4;8;11;9;41;9;9;14;9;n/d;5;11;12;13;27;10;5;14;14;4;15;7
2020-03-01;19;14;14;11;9;12;8;42;13;10;13;15;n/d;4;13;13;15;21;8;3;14;16;5;19;15
2020-03-01;20;15;14;13;9;13;15;28;12;8;14;24;n/d;5;11;15;14;19;11;6;16;13;4;17;14
2020-03-01;21;15;13;12;7;12;21;23;13;7;12;15;n/d;7;18;10;9;15;9;5;8;10;5;11;14
2020-03-01;22;9;9;7;9;10;16;13;8;10;8;8;n/d;9;n/d;12;10;12;10;3;10;9;5;16;13
2020-03-01;23;9;8;6;6;7;16;20;7;8;9;14;n/d;6;6;15;8;9;7;3;11;7;4;14;9
2020-03-01;24;9;5;6;7;5;10;13;7;12;8;4;n/d;8;7;10;7;7;7;3;10;5;6;13;10
2020-03-02;1;7;8;4;9;6;5;13;8;9;7;10;n/d;7;8;8;9;9;9;4;7;10;4;15;7
2020-03-02;2;7;7;7;7;8;5;16;9;6;6;12;n/d;6;9;7;7;9;6;4;6;9;3;9;6
2020-03-02;3;8;6;6;5;7;7;11;7;3;8;10;n/d;6;8;7;6;7;5;3;5;4;2;12;6
2020-03-02;4;10;3;5;7;4;4;14;4;0;8;7;n/d;6;6;5;4;5;12;6;5;2;3;14;4
2020-03-02;5;9;4;5;10;4;4;18;4;5;7;8;n/d;5;9;9;7;13;8;4;9;7;4;20;4
2020-03-02;6;9;7;6;11;4;5;23;6;7;6;13;n/d;4;9;11;8;18;9;4;14;8;4;26;4
2020-03-02;7;9;7;6;10;4;4;25;8;7;7;9;n/d;5;14;11;6;14;7;6;17;12;6;24;6
2020-03-02;8;10;5;4;8;5;4;25;4;8;7;13;n/d;7;11;9;15;10;7;9;9;15;7;16;5
2020-03-02;9;15;6;5;11;6;7;19;8;6;9;22;n/d;6;13;14;15;17;7;9;14;12;5;18;5
2020-03-02;10;21;8;6;10;5;6;19;5;5;9;22;n/d;5;12;17;14;20;13;4;18;14;2;23;5
2020-03-02;11;22;6;7;6;6;9;26;9;3;10;29;n/d;4;13;15;11;29;10;4;10;12;0;11;7
2020-03-02;12;14;4;6;6;4;7;20;10;4;8;23;n/d;3;10;5;10;14;8;3;10;14;0;7;9
2020-03-02;13;6;6;6;8;4;4;17;9;5;8;10;n/d;3;10;5;12;19;9;3;10;13;1;6;5
2020-03-02;14;9;6;4;10;5;4;18;13;10;11;20;n/d;4;12;11;10;17;8;5;11;13;0;8;4
2020-03-02;15;10;4;6;15;5;6;25;12;7;9;19;n/d;4;10;7;9;17;8;4;10;15;3;n/d;5
2020-03-02;16;10;4;8;11;8;4;21;9;7;8;10;n/d;6;9;5;7;15;10;6;8;10;9;9;6
2020-03-02;17;6;4;6;11;7;6;18;9;9;9;20;n/d;6;9;9;10;18;9;7;10;12;7;7;6
2020-03-02;18;8;6;5;15;10;3;26;11;10;7;16;n/d;7;9;9;13;22;8;4;13;22;12;8;7
2020-03-02;19;12;8;7;13;10;6;30;16;15;11;16;n/d;8;13;15;15;26;10;9;17;25;9;9;7
2020-03-02;20;14;11;9;12;13;7;54;18;17;14;19;n/d;10;17;19;19;27;19;13;18;21;13;12;8
2020-03-02;21;17;15;13;19;16;10;39;19;16;15;16;n/d;11;18;17;23;31;14;16;17;19;8;16;13
2020-03-02;22;16;13;15;5;12;10;39;19;10;13;18;n/d;8;17;14;17;21;11;17;11;17;5;12;16
2020-03-02;23;10;8;12;11;12;9;28;12;16;10;18;n/d;6;5;14;11;17;11;11;11;14;9;11;12
2020-03-02;24;9;7;10;12;10;6;33;8;8;10;16;n/d;6;8;14;14;14;10;9;15;17;8;11;11
2020-03-03;1;11;9;10;10;10;7;25;11;9;10;11;n/d;8;10;12;12;12;11;7;12;17;9;15;10
2020-03-03;2;11;8;9;11;9;6;19;10;8;9;11;n/d;9;11;12;9;18;10;11;10;15;11;13;11
2020-03-03;3;11;7;9;7;9;6;26;9;6;9;13;n/d;8;17;7;7;11;12;7;13;14;7;13;10
2020-03-03;4;9;6;9;11;8;7;25;8;7;6;11;n/d;n/d;10;10;10;14;9;5;11;11;6;18;10
2020-03-03;5;10;6;10;12;8;10;22;10;11;9;9;n/d;5;15;9;11;13;9;7;12;13;6;19;9
2020-03-03;6;11;7;9;8;8;9;47;10;12;9;15;n/d;8;24;13;19;28;15;6;21;18;11;30;10
2020-03-03;7;12;10;11;12;9;9;50;15;10;12;26;n/d;7;21;23;25;34;14;7;25;26;11;32;12
2020-03-03;8;16;13;17;12;9;13;55;15;11;11;25;n/d;9;30;33;27;33;16;7;23;30;10;28;14
2020-03-03;9;20;16;20;20;7;14;87;13;16;15;24;n/d;9;30;42;29;45;17;11;23;29;10;35;16
2020-03-03;10;26;17;13;14;10;16;102;15;11;17;32;n/d;7;32;32;27;49;14;28;27;33;11;44;19
2020-03-03;11;23;16;14;n/d;13;14;69;16;16;19;32;n/d;10;33;38;31;51;16;28;24;35;16;33;21
2020-03-03;12;23;18;15;n/d;12;20;62;10;13;20;40;20;14;43;36;22;48;17;21;22;37;11;31;24
2020-03-03;13;23;16;17;n/d;14;18;85;16;17;17;33;20;11;32;27;23;60;16;14;n/d;32;16;24;22
2020-03-03;14;20;16;17;19;13;15;63;18;17;15;32;10;14;27;17;31;51;14;15;n/d;25;13;22;18
2020-03-03;15;19;15;14;26;15;11;57;19;15;13;29;18;13;25;23;27;46;14;17;25;31;10;17;17
2020-03-03;16;17;14;13;21;12;11;53;18;8;16;21;15;14;25;22;27;40;13;14;18;29;11;13;16
2020-03-03;17;15;10;13;17;13;8;41;22;8;14;28;14;11;20;19;21;36;14;16;18;27;12;17;16
2020-03-03;18;15;10;12;19;15;8;53;19;12;11;22;14;12;24;12;19;39;16;35;30;22;15;13;10
2020-03-03;19;16;12;10;17;14;12;52;19;13;12;23;21;11;34;26;19;42;20;33;24;23;27;13;20
2020-03-03;20;17;14;15;13;18;12;77;14;16;15;32;14;11;31;21;27;56;19;39;25;28;18;12;39
2020-03-03;21;20;16;22;17;20;18;67;20;19;19;31;19;17;49;21;30;43;22;39;29;38;24;19;24
2020-03-03;22;24;20;29;23;22;21;59;22;24;21;35;23;13;35;30;26;39;25;39;26;30;16;22;25
2020-03-03;23;23;20;27;22;20;24;47;22;18;21;27;25;10;29;19;26;38;27;38;26;27;16;23;28
2020-03-03;24;20;18;25;16;22;30;39;15;20;17;25;18;13;34;16;21;34;17;28;18;30;12;20;25
2020-03-04;1;17;15;25;16;13;25;32;13;17;16;16;13;10;32;13;15;23;16;31;14;19;10;19;19
2020-03-04;2;15;14;21;15;17;18;33;14;16;15;16;19;9;18;22;18;21;11;27;11;19;8;18;15
2020-03-04;3;15;12;16;16;12;16;28;13;14;14;17;13;10;14;16;13;21;12;16;15;15;12;22;15
2020-03-04;4;14;12;15;18;16;14;41;15;19;15;18;13;8;18;15;17;25;13;23;16;18;11;32;16
2020-03-04;5;17;14;15;11;15;16;54;14;14;16;20;25;13;20;20;21;29;18;19;30;22;7;33;15
2020-03-04;6;18;15;17;14;15;17;49;16;12;17;23;24;10;18;40;32;40;22;17;35;33;8;39;16
